id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,participants_category,participants,protesteridentity
912018003,Honduras,91,2018,Central America,1,3,27,1,2018,27,1,2018,1,>10000,thousands,honduran opposition alliance against the dictatorship in tegucigalpa
912018004,Honduras,91,2018,Central America,1,4,20,5,2018,20,5,2018,0,50-99,50,residents
912019001,Honduras,91,2019,Central America,1,1,5,4,2019,5,4,2019,0,5000-10000,5000,movimiento indignados
912019002,Honduras,91,2019,Central America,1,2,26,4,2019,26,4,2019,0,>10000,10000,movimiento indignados
912019003,Honduras,91,2019,Central America,1,3,30,5,2019,30,5,2019,0,>10000,thousands,teachers; medical workers
912019004,Honduras,91,2019,Central America,1,4,21,6,2019,21,6,2019,1,5000-10000,thousands,movimiento indignados
912019005,Honduras,91,2019,Central America,1,5,26,6,2019,26,6,2019,0,100-999,hundreds,students
912019006,Honduras,91,2019,Central America,1,6,28,6,2019,28,6,2019,0,5000-10000,thousands,movimiento indignados
912019007,Honduras,91,2019,Central America,1,7,9,10,2019,9,10,2019,0,5000-10000,6000,regime supporters
912019008,Honduras,91,2019,Central America,1,8,9,10,2019,9,10,2019,1,1000-1999,1000,movimiento indignados
912020000,Honduras,91,2020,Central America,0,0,,,,,,,,,,
921990000,El Salvador,92,1990,Central America,0,0,,,,,,,,,,
921991001,El Salvador,92,1991,Central America,1,1,16,3,1991,16,3,1991,0,,100,federation of independent trade union associations
921992000,El Salvador,92,1992,Central America,0,0,,,,,,,,,,
921993001,El Salvador,92,1993,Central America,1,1,20,3,1993,20,3,1993,0,,300,
921993002,El Salvador,92,1993,Central America,1,2,20,5,1993,20,5,1993,1,,500,disabled combat veterens
921994000,El Salvador,92,1994,Central America,0,0,,,,,,,,,,
921995001,El Salvador,92,1995,Central America,1,1,24,1,1995,25,1,1995,1,,100s,
921995002,El Salvador,92,1995,Central America,1,2,2,2,1995,2,2,1995,1,,280,fired anti drug police
921995003,El Salvador,92,1995,Central America,1,3,14,2,1995,14,2,1995,1,,600,veterans of civil war
921995004,El Salvador,92,1995,Central America,1,4,29,3,1995,29,3,1995,1,,1000,veterans of civil war
921995005,El Salvador,92,1995,Central America,1,5,8,6,1995,8,6,1995,1,,2000,
921995006,El Salvador,92,1995,Central America,1,6,24,7,1995,24,7,1995,0,,100,
921995007,El Salvador,92,1995,Central America,1,7,28,7,1995,28,7,1995,0,,700,veterans of civil war
921995008,El Salvador,92,1995,Central America,1,8,7,8,1995,7,8,1995,0,,400,"veterans of civil war, association of demobilized soldiers"
921995009,El Salvador,92,1995,Central America,1,9,12,9,1995,12,9,1995,1,,100s,striking workers
921995010,El Salvador,92,1995,Central America,1,10,11,10,1995,11,10,1995,0,,50,veterans of civil war
921995011,El Salvador,92,1995,Central America,1,11,23,11,1995,24,11,1995,1,,200,veterans of civil war
921995012,El Salvador,92,1995,Central America,1,12,24,11,1995,24,11,1995,0,,50,peasants
921996001,El Salvador,92,1996,Central America,1,1,4,1,1996,9,1,1996,0,,300,city workers
921996002,El Salvador,92,1996,Central America,1,2,22,2,1996,23,2,1996,1,,>50,bus operators
921996003,El Salvador,92,1996,Central America,1,3,16,6,1996,9,7,1996,0,,800,prisoners
921996004,El Salvador,92,1996,Central America,1,4,15,7,1996,15,7,1996,0,,500,striking telecommunication workers
921997001,El Salvador,92,1997,Central America,1,1,15,8,1997,15,8,1997,0,,,bank depositors
921998001,El Salvador,92,1998,Central America,1,1,9,9,1998,9,9,1998,0,,100s,veterans of civil war; association of farm producers
921998002,El Salvador,92,1998,Central America,1,2,5,10,1998,5,10,1998,0,,1000,veterans of civil war; association of salvadoran agriculture producers
921998003,El Salvador,92,1998,Central America,1,3,23,10,1998,23,10,1998,0,,50,bus drivers
921998004,El Salvador,92,1998,Central America,1,4,17,12,1998,17,12,1998,0,,50,striking police
921999001,El Salvador,92,1999,Central America,1,1,21,10,1999,21,10,1999,0,,1000,association for the search for disappeared children
921999002,El Salvador,92,1999,Central America,1,2,28,10,1999,28,10,1999,0,,100s,striking social security health workers
922000001,El Salvador,92,2000,Central America,1,1,19,1,2000,19,1,2000,0,,100s,"veterans of civil war, former paramilitary fighters"
922000002,El Salvador,92,2000,Central America,1,2,6,3,2000,6,3,2000,0,,200,striking doctors
922000003,El Salvador,92,2000,Central America,1,3,29,9,2000,29,9,2000,0,,100s,children organized by lutheran church
922000004,El Salvador,92,2000,Central America,1,4,31,10,2000,1,11,2000,1,,100s,veterans of civil war
922001001,El Salvador,92,2001,Central America,1,1,1,5,2001,1,5,2001,0,,,"unions, former guerrillas"
922001002,El Salvador,92,2001,Central America,1,2,24,10,2001,24,10,2001,1,,2000,veterans of civil war
922002000,El Salvador,92,2002,Central America,0,0,,,,,,,,,,
922003001,El Salvador,92,2003,Central America,1,1,20,2,2003,20,2,2003,1,,,striking health care workers
922003002,El Salvador,92,2003,Central America,1,2,24,3,2003,24,3,2003,0,,1000,university students and administrators
922003003,El Salvador,92,2003,Central America,1,3,9,4,2003,9,4,2003,0,,50,doctors
922004001,El Salvador,92,2004,Central America,1,1,28,4,2004,29,4,2004,0,,50,
922004002,El Salvador,92,2004,Central America,1,2,1,5,2004,1,5,2004,0,,1000s,
922004003,El Salvador,92,2004,Central America,1,3,1,6,2004,1,6,2004,1,,100s,"veterans, students, unions"
922004004,El Salvador,92,2004,Central America,1,4,16,8,2004,16,8,2004,0,,1500,
922004005,El Salvador,92,2004,Central America,1,5,16,12,2004,16,12,2004,0,,200,
922005000,El Salvador,92,2005,Central America,0,0,,,,,,,,,,
922006001,El Salvador,92,2006,Central America,1,1,31,1,2006,31,1,2006,0,,100s,"students, counterfeiters"
922006002,El Salvador,92,2006,Central America,1,2,28,2,2006,28,2,2006,1,,4000,"street vendors, students, unions, counterfeiters"
922006003,El Salvador,92,2006,Central America,1,3,1,3,2006,1,3,2006,0,,3000,"street vendors, students, unions, counterfeiters"
922006004,El Salvador,92,2006,Central America,1,4,5,7,2006,5,7,2006,1,,,students
922007000,El Salvador,92,2007,Central America,0,0,,,,,,,,,,
922008001,El Salvador,92,2008,Central America,1,1,30,1,2008,30,1,2008,0,,400,"judges, lawyers, judicial workers"
922008002,El Salvador,92,2008,Central America,1,2,12,3,2008,12,3,2008,0,,400,
922009001,El Salvador,92,2009,Central America,1,1,23,9,2009,23,9,2009,0,,50,municipal workers
922010000,El Salvador,92,2010,Central America,0,0,,,,,,,,,,
922011000,El Salvador,92,2011,Central America,0,0,,,,,,,,,,
922012000,El Salvador,92,2012,Central America,0,0,,,,,,,,,,
922013001,El Salvador,92,2013,Central America,1,1,7,8,2013,7,8,2013,1,,100s,veterans of civil war
922013002,El Salvador,92,2013,Central America,1,2,8,8,2013,8,8,2013,1,,1000s,veterans of civil war
922014000,El Salvador,92,2014,Central America,0,0,,,,,,,,,,
922015001,El Salvador,92,2015,Central America,1,1,5,9,2015,5,9,2015,0,2000-4999,3000+,protesters
922015002,El Salvador,92,2015,Central America,1,2,9,11,2015,9,11,2015,0,2000-4999,2000,military veterans
922016001,El Salvador,92,2016,Central America,1,1,19,10,2016,19,10,2016,0,>10000,Tens of thousands,women; niunamenos
922017000,El Salvador,92,2017,Central America,0,0,,,,,,,,,,
922018000,El Salvador,92,2018,Central America,0,0,,,,,,,,,,
922019000,El Salvador,92,2019,Central America,0,0,,,,,,,,,,
922020000,El Salvador,92,2020,Central America,0,0,,,,,,,,,,
931990001,Nicaragua,93,1990,Central America,1,1,11,5,1990,16,5,1990,0,,60000,"unions, sandinistas"
931990002,Nicaragua,93,1990,Central America,1,2,9,7,1990,12,7,1990,1,,100s,"unions, sandinistas"
931991000,Nicaragua,93,1991,Central America,0,0,,,,,,,,,,
931992001,Nicaragua,93,1992,Central America,1,1,6,3,1992,6,3,1992,0,,2400,sandinista and contra veterans of civil war
931992002,Nicaragua,93,1992,Central America,1,2,25,4,1992,25,4,1992,1,,100s,sandinista and contra veterans of civil war
931992003,Nicaragua,93,1992,Central America,1,3,4,5,1992,4,5,1992,0,,2000,sandinista and contra veterans of civil war
931992004,Nicaragua,93,1992,Central America,1,4,20,7,1992,20,7,1992,1,,300,"corruption protesters, bus drivers, students"
931992005,Nicaragua,93,1992,Central America,1,5,22,7,1992,22,7,1992,1,,60,sandinista veterans of civil war
931993001,Nicaragua,93,1993,Central America,1,1,11,1,1993,11,1,1993,0,,1500,national opposition union
931993002,Nicaragua,93,1993,Central America,1,2,28,2,1993,28,2,1993,0,,30000,united national opposition
931993003,Nicaragua,93,1993,Central America,1,3,20,9,1993,24,9,1993,1,,1000s,"bus and taxi drivers, general public"
931994001,Nicaragua,93,1994,Central America,1,1,24,1,1994,2,2,1994,1,,1000s,transportation workers
931994002,Nicaragua,93,1994,Central America,1,2,8,2,1994,8,2,1994,0,,5000,coffee growers
931994003,Nicaragua,93,1994,Central America,1,3,5,7,1994,5,7,1994,0,,1000,national opposition union
931994004,Nicaragua,93,1994,Central America,1,4,23,8,1994,30,8,1994,1,,,transportation workers
931994005,Nicaragua,93,1994,Central America,1,5,23,9,1994,23,9,1994,0,,2000,teachers
931995001,Nicaragua,93,1995,Central America,1,1,17,5,1995,17,5,1995,1,,100s,transportation workers
931995002,Nicaragua,93,1995,Central America,1,2,24,5,1995,24,5,1995,1,,1000s,sandinistas
931995003,Nicaragua,93,1995,Central America,1,3,17,6,1995,17,6,1995,0,,1000,sandinistas
931995004,Nicaragua,93,1995,Central America,1,4,13,12,1995,13,12,1995,1,,2000,university students
931996001,Nicaragua,93,1996,Central America,1,1,31,1,1996,31,1,1996,1,,300,university students
931996002,Nicaragua,93,1996,Central America,1,2,22,2,1996,22,2,1996,0,,500,university students
931997001,Nicaragua,93,1997,Central America,1,1,15,4,1997,19,4,1997,0,,20000,sandinistas
931997002,Nicaragua,93,1997,Central America,1,2,26,6,1997,27,6,1997,1,,100s,university students
931997003,Nicaragua,93,1997,Central America,1,3,30,6,1997,10,7,1997,1,,5000,students
931997004,Nicaragua,93,1997,Central America,1,4,23,7,1997,23,7,1997,1,,4000,students
931998001,Nicaragua,93,1998,Central America,1,1,17,3,1998,17,3,1998,0,,50+,striking doctors
931998002,Nicaragua,93,1998,Central America,1,2,13,5,1998,13,5,1998,1,,50+,striking doctors
931998003,Nicaragua,93,1998,Central America,1,3,15,10,1998,15,10,1998,0,,100s,sandinistas
931999001,Nicaragua,93,1999,Central America,1,1,28,3,1999,28,3,1999,0,,15000,
931999002,Nicaragua,93,1999,Central America,1,2,9,4,1999,9,4,1999,1,,50+,university students
931999003,Nicaragua,93,1999,Central America,1,3,14,4,1999,14,4,1999,1,,1000,university students
931999004,Nicaragua,93,1999,Central America,1,4,29,4,1999,3,5,1999,1,,1000s,"transportation workers, university students"
932000001,Nicaragua,93,2000,Central America,1,1,10,4,2000,10,4,2000,1,,350,former contras
932000002,Nicaragua,93,2000,Central America,1,2,15,8,2000,15,8,2000,0,,1000s,coffee growers
932000003,Nicaragua,93,2000,Central America,1,3,7,9,2000,7,9,2000,0,,100s,farmers
932000004,Nicaragua,93,2000,Central America,1,4,9,11,2000,9,11,2000,1,,50+,yatama indians
932001001,Nicaragua,93,2001,Central America,1,1,30,8,2001,30,8,2001,0,,1000,coffee workers
932002001,Nicaragua,93,2002,Central America,1,1,17,3,2002,17,3,2002,0,,2000,ex guerrillas and conservative leaders
932002002,Nicaragua,93,2002,Central America,1,2,21,9,2002,21,9,2002,0,,1000s,sandinistas
932003001,Nicaragua,93,2003,Central America,1,1,30,7,2003,31,7,2003,0,,3000,peasants
932003002,Nicaragua,93,2003,Central America,1,2,15,10,2003,15,10,2003,1,,1000s,teachers and students
932004001,Nicaragua,93,2004,Central America,1,1,20,3,2004,20,3,2004,1,,50+,
932004002,Nicaragua,93,2004,Central America,1,2,18,5,2004,18,5,2004,1,,100s,university students
932005001,Nicaragua,93,2005,Central America,1,1,2,3,2005,2,3,2005,0,,1000,former banana plantation workers
932005002,Nicaragua,93,2005,Central America,1,2,9,3,2005,9,3,2005,0,,90,former banana plantation workers
932005003,Nicaragua,93,2005,Central America,1,3,25,4,2005,25,4,2005,1,,50+,university students
932005004,Nicaragua,93,2005,Central America,1,4,26,4,2005,26,4,2005,1,,5000,"sandinistas, students"
932005005,Nicaragua,93,2005,Central America,1,5,16,6,2005,16,6,2005,0,,1000s,
932005006,Nicaragua,93,2005,Central America,1,6,9,9,2005,9,9,2005,0,,100s,
932006001,Nicaragua,93,2006,Central America,1,1,22,3,2006,22,3,2006,0,,2000,
932006002,Nicaragua,93,2006,Central America,1,2,5,5,2006,5,5,2006,0,,200,striking doctors
932006003,Nicaragua,93,2006,Central America,1,3,6,8,2006,6,8,2006,0,,100s,"consumer interest, civil activist groups"
932007000,Nicaragua,93,2007,Central America,0,0,,,,,,,,,,
932008001,Nicaragua,93,2008,Central America,1,1,16,7,2008,16,7,2008,0,,15000,
932008002,Nicaragua,93,2008,Central America,1,2,18,11,2008,22,11,2008,1,,1000s,opposition activists
932009001,Nicaragua,93,2009,Central America,1,1,28,2,2009,28,2,2009,1,,100s,opposition activists
932010001,Nicaragua,93,2010,Central America,1,1,20,4,2010,22,4,2010,1,,100s,sandinistas
932011001,Nicaragua,93,2011,Central America,1,1,2,4,2011,2,4,2011,1,,1000,opposition activists
932011002,Nicaragua,93,2011,Central America,1,2,3,12,2011,3,12,2011,1,,5000,opposition activists
932012001,Nicaragua,93,2012,Central America,1,1,16,11,2012,16,11,2012,1,,100s,
932013001,Nicaragua,93,2013,Central America,1,1,16,6,2013,23,6,2013,0,,50+,"mob, suspected supporters of the president"
932014001,Nicaragua,93,2014,Central America,1,1,25,10,2014,25,10,2014,0,100-999,100s,"farmer, activists"
932014002,Nicaragua,93,2014,Central America,1,2,23,12,2014,30,12,2014,1,100-999,100s,"national defence council for our lands, lake and sovereignty"
932015001,Nicaragua,93,2015,Central America,1,1,13,6,2015,13,6,2015,0,>10000,15000+,protesters
932015002,Nicaragua,93,2015,Central America,1,2,25,10,2015,25,10,2015,0,50-99,50+,environmentalists and farmers
932015003,Nicaragua,93,2015,Central America,1,3,11,11,2015,11,11,2015,0,50-99,50+,partido liberal independente
932016001,Nicaragua,93,2016,Central America,1,1,9,3,2016,9,3,2016,0,50-99,50,students; opposition politicians
932016002,Nicaragua,93,2016,Central America,1,2,1,4,2016,23,11,2016,1,100-999,hundreds,farmers
932017000,Nicaragua,93,2017,Central America,0,0,,,,,,,,,,
932018001,Nicaragua,93,2018,Central America,1,1,7,4,2018,7,4,2018,0,50-99,50,environmental activists
932018002,Nicaragua,93,2018,Central America,1,2,7,4,2018,7,4,2018,0,50-99,50,pro regime supporters
932018003,Nicaragua,93,2018,Central America,1,3,18,4,2018,18,4,2018,0,100-999,hundreds ,activists; elderly
932018004,Nicaragua,93,2018,Central America,1,4,19,4,2018,22,4,2018,1,>10000,thousands,activists; students; business professional; doctors; lawyers
932018005,Nicaragua,93,2018,Central America,1,5,23,4,2018,23,4,2018,0,>10000,tens of thousands,students; business professionals
932018006,Nicaragua,93,2018,Central America,1,6,25,4,2018,17,7,2018,0,100-999,hundreds,students; business professionals
932018007,Nicaragua,93,2018,Central America,1,7,28,4,2018,28,4,2018,0,>10000,tens of thousands,students; business professionals; catholic church
932018008,Nicaragua,93,2018,Central America,1,8,12,5,2018,12,5,2018,1,>10000,thousands,activists
932018009,Nicaragua,93,2018,Central America,1,9,28,5,2018,28,5,2018,1,5000-10000,thousands,activists; students
932018010,Nicaragua,93,2018,Central America,1,10,30,5,2018,30,5,2018,1,>10000,hundreds of thousands,activists
932018011,Nicaragua,93,2018,Central America,1,11,19,6,2018,19,6,2018,1,1000-1999,1000,activists; residents
932018012,Nicaragua,93,2018,Central America,1,12,8,7,2018,8,7,2018,1,1000-1999,1000,activists
932018013,Nicaragua,93,2018,Central America,1,13,23,7,2018,23,7,2018,1,1000-1999,1000,activists; residents
932018014,Nicaragua,93,2018,Central America,1,14,27,7,2018,27,7,2018,0,100-999,100,doctors; activists
932018015,Nicaragua,93,2018,Central America,1,15,23,9,2018,23,9,2018,1,100-999,hundreds,activists
932018016,Nicaragua,93,2018,Central America,1,16,14,10,2018,14,10,2018,0,50-99,50,activists
932019001,Nicaragua,93,2019,Central America,1,1,27,2,2019,27,2,2019,0,50-99,50,students
932019002,Nicaragua,93,2019,Central America,1,2,16,3,2019,16,3,2019,0,100-999,164 arrested,opposition
932019003,Nicaragua,93,2019,Central America,1,3,30,3,2019,30,3,2019,0,50-99,50,activists
932019004,Nicaragua,93,2019,Central America,1,4,18,4,2019,18,4,2019,0,100-999,100,opposition; national unity blue and white
932019005,Nicaragua,93,2019,Central America,1,5,19,4,2019,19,4,2019,0,100-999,hundreds,opposition; national unity blue and white
932019006,Nicaragua,93,2019,Central America,1,6,21,9,2019,21,9,2019,0,100-999,hundreds,opposition; national unity blue and white
932020000,Nicaragua,93,2020,Central America,0,0,,,,,,,,,,
941990000,Costa Rica,94,1990,Central America,0,0,,,,,,,,,,
941991001,Costa Rica,94,1991,Central America,1,1,2,7,1991,2,7,1991,0,,100s,striking government workers
941991002,Costa Rica,94,1991,Central America,1,2,22,7,1991,22,7,1991,1,,50+,street vendors
941991003,Costa Rica,94,1991,Central America,1,3,22,10,1991,22,10,1991,0,,50+,health ministry workers
941992000,Costa Rica,94,1992,Central America,0,0,,,,,,,,,,
941993001,Costa Rica,94,1993,Central America,1,1,25,1,1993,25,1,1993,1,,50+,esparza residents
941994000,Costa Rica,94,1994,Central America,0,0,,,,,,,,,,
941995001,Costa Rica,94,1995,Central America,1,1,3,2,1995,17,2,1995,0,,1000s,national medis union
941995002,Costa Rica,94,1995,Central America,1,2,15,2,1995,15,2,1995,0,,1000s,workers permanent council
941995003,Costa Rica,94,1995,Central America,1,3,30,3,1995,30,3,1995,0,,1000s,teachers union
941995004,Costa Rica,94,1995,Central America,1,4,7,4,1995,7,4,1995,0,,100s,central bank employees
941995005,Costa Rica,94,1995,Central America,1,5,17,7,1995,14,8,1995,0,,50000,teachers union
941995006,Costa Rica,94,1995,Central America,1,6,7,8,1995,7,8,1995,0,,150000,"civic committee, public sector employees"
941995007,Costa Rica,94,1995,Central America,1,7,22,8,1995,22,8,1995,1,,100s,
941996001,Costa Rica,94,1996,Central America,1,1,28,3,1996,28,3,1996,1,,100s,
941996002,Costa Rica,94,1996,Central America,1,2,26,8,1996,2,9,1996,1,,1000s,
941997000,Costa Rica,94,1997,Central America,0,0,,,,,,,,,,
941998000,Costa Rica,94,1998,Central America,0,0,,,,,,,,,,
941999001,Costa Rica,94,1999,Central America,1,1,29,9,1999,11,10,1999,0,,100,indians
942000001,Costa Rica,94,2000,Central America,1,1,16,3,2000,16,3,2000,0,,100s,farmers
942000002,Costa Rica,94,2000,Central America,1,2,17,3,2000,18,3,2000,0,,100s,farmers
942000003,Costa Rica,94,2000,Central America,1,3,20,3,2000,20,3,2000,0,,15000,
942000004,Costa Rica,94,2000,Central America,1,4,21,3,2000,21,3,2000,0,,100s,
942000005,Costa Rica,94,2000,Central America,1,5,22,3,2000,22,3,2000,1,,1000s,"state run universities, labor unions, religious organizations"
942000006,Costa Rica,94,2000,Central America,1,6,23,3,2000,23,3,2000,0,,10000s,"students, teachers, public employees"
942000007,Costa Rica,94,2000,Central America,1,7,3,4,2000,5,4,2000,0,,1000s,"trade unions, civic organizations"
942000008,Costa Rica,94,2000,Central America,1,8,12,12,2000,12,12,2000,1,,100s,"labor, farmers, banana workers"
942001000,Costa Rica,94,2001,Central America,0,0,,,,,,,,,,
942002001,Costa Rica,94,2002,Central America,1,1,22,3,2002,22,3,2002,0,,100s,"civil groups, environmentalists, catholic church, residents of las crucitas"
942002002,Costa Rica,94,2002,Central America,1,2,15,7,2002,15,7,2002,0,,1000s,costa rican patriotic committee
942003001,Costa Rica,94,2003,Central America,1,1,2,6,2003,4,6,2003,0,,80000,teachers
942003002,Costa Rica,94,2003,Central America,1,2,16,9,2003,16,9,2003,1,,100s,
942004001,Costa Rica,94,2004,Central America,1,1,1,5,2004,1,5,2004,1,,100s,
942004002,Costa Rica,94,2004,Central America,1,2,23,8,2004,25,8,2004,0,,1000s,
942004003,Costa Rica,94,2004,Central America,1,3,12,9,2004,12,9,2004,0,,1000s,
942005001,Costa Rica,94,2005,Central America,1,1,17,11,2005,17,11,2005,0,,1000s,union members and farmers
942005002,Costa Rica,94,2005,Central America,1,2,24,11,2005,24,11,2005,0,,5000,
942006000,Costa Rica,94,2006,Central America,0,0,,,,,,,,,,
942007001,Costa Rica,94,2007,Central America,1,1,26,2,2007,26,2,2007,0,,10000s,"union members, farmers, political activists"
942007002,Costa Rica,94,2007,Central America,1,2,30,9,2007,30,9,2007,0,,100000,
942008001,Costa Rica,94,2008,Central America,1,1,6,7,2008,6,7,2008,0,,200,
942009000,Costa Rica,94,2009,Central America,0,0,,,,,,,,,,
942010001,Costa Rica,94,2010,Central America,1,1,8,5,2010,8,5,2010,0,,200,"union members, farmers, political activists"
942011000,Costa Rica,94,2011,Central America,0,0,,,,,,,,,,
942012000,Costa Rica,94,2012,Central America,0,0,,,,,,,,,,
942013000,Costa Rica,94,2013,Central America,0,0,,,,,,,,,,
942014000,Costa Rica,94,2014,Central America,0,0,,,,,,,,,,
942015000,Costa Rica,94,2015,Central America,0,0,,,,,,,,,,
942016001,Costa Rica,94,2016,Central America,1,1,1,2,2016,10,2,2016,0,50-99,50,taxi drivers against uber
942017000,Costa Rica,94,2017,Central America,0,0,,,,,,,,,,
942018001,Costa Rica,94,2018,Central America,1,1,12,9,2018,12,9,2018,1,5000-10000,thousands,workers unions
942019000,Costa Rica,94,2019,Central America,0,0,,,,,,,,,,
942020000,Costa Rica,94,2020,Central America,0,0,,,,,,,,,,
951990001,Panama,95,1990,Central America,1,1,3,1,1990,3,1,1990,0,,20000,unspecified
951991001,Panama,95,1991,Central America,1,1,10,6,1991,10,6,1991,0,,100s,students
951992001,Panama,95,1992,Central America,1,1,1,3,1992,1,3,1992,1,,50,residents of the chorrio barrio
951992002,Panama,95,1992,Central America,1,2,9,4,1992,9,4,1992,0,,300,unemployed people
951992003,Panama,95,1992,Central America,1,3,5,5,1992,6,5,1992,1,,1000s,unspecified
951993001,Panama,95,1993,Central America,1,1,24,3,1993,24,3,1993,0,,100s,movement of unemployed in colon modesco
951993002,Panama,95,1993,Central America,1,2,24,3,1993,24,3,1993,0,,200,association of relatives of victims of the 1989 u.s. invasion
951993003,Panama,95,1993,Central America,1,3,27,5,1993,28,5,1993,1,,1000s,indigenous groups
951993004,Panama,95,1993,Central America,1,4,6,9,1993,6,9,1993,0,,1000s,unspecified
951994000,Panama,95,1994,Central America,0,0,,,,,,,,,,
951995001,Panama,95,1995,Central America,1,1,11,4,1995,11,4,1995,0,,600,ngobe bugle indigenous group
951995002,Panama,95,1995,Central America,1,2,3,8,1995,10,8,1995,1,,100s,labor unions
951996001,Panama,95,1996,Central America,1,1,24,5,1996,24,5,1996,0,,100s,elderly panamanians
951996002,Panama,95,1996,Central America,1,2,27,5,1996,30,5,1996,1,,100s,movement of unity against impunity
951997000,Panama,95,1997,Central America,0,0,,,,,,,,,,
951998001,Panama,95,1998,Central America,1,1,13,8,1998,13,8,1998,0,,100s,the independent movement
951998002,Panama,95,1998,Central America,1,2,3,12,1998,3,12,1998,0,,1000s,labor unions
951998003,Panama,95,1998,Central America,1,3,4,12,1998,4,12,1998,1,,100s,university students
951998004,Panama,95,1998,Central America,1,4,9,12,1998,10,12,1998,1,,100s,students
951999000,Panama,95,1999,Central America,0,0,,,,,,,,,,
952000001,Panama,95,2000,Central America,1,1,18,7,2000,18,7,2000,0,,50,indigenous groups
952000002,Panama,95,2000,Central America,1,2,26,9,2000,26,9,2000,0,,80,unspecified
952001001,Panama,95,2001,Central America,1,1,9,5,2001,10,5,2001,1,,10000,"workers, students, and teachers"
952002000,Panama,95,2002,Central America,0,0,,,,,,,,,,
952003001,Panama,95,2003,Central America,1,1,28,5,2003,28,5,2003,0,,100s,students
952003002,Panama,95,2003,Central America,1,2,3,6,2003,3,6,2003,0,,3000,students and labor unions
952003003,Panama,95,2003,Central America,1,3,23,9,2003,23,9,2003,1,,1000s,union workers
952003004,Panama,95,2003,Central America,1,4,30,10,2003,30,10,2003,1,,100s,teachers and construction workers
952004001,Panama,95,2004,Central America,1,1,15,7,2004,15,7,2004,0,,1000s,"students, activists, and farmers"
952005001,Panama,95,2005,Central America,1,1,17,3,2005,17,3,2005,0,,1000s,government and construction workers
952005002,Panama,95,2005,Central America,1,2,23,5,2005,28,5,2005,1,,1000s-10000,"labor unions, womens groups, students"
952005003,Panama,95,2005,Central America,1,3,7,6,2005,7,6,2005,1,,1000s,workers unions
952006001,Panama,95,2006,Central America,1,1,3,4,2006,3,4,2006,0,,50,rights activists
952006002,Panama,95,2006,Central America,1,2,20,6,2006,20,6,2006,0,,60,journalists
952007001,Panama,95,2007,Central America,1,1,11,7,2007,11,7,2007,0,,400,leftists and farmers
952007002,Panama,95,2007,Central America,1,2,19,7,2007,19,7,2007,0,,50,families of victims
952008001,Panama,95,2008,Central America,1,1,14,2,2008,16,2,2008,1,,100s-1000s,construction workers
952009000,Panama,95,2009,Central America,0,0,,,,,,,,,,
952010001,Panama,95,2010,Central America,1,1,16,3,2010,16,3,2010,0,,100s,labor unions
952010002,Panama,95,2010,Central America,1,2,8,7,2010,11,7,2010,1,,7000,banana workers union
952011001,Panama,95,2011,Central America,1,1,7,2,2011,7,2,2011,0,,100s,indigenous groups
952011002,Panama,95,2011,Central America,1,2,8,2,2011,8,2,2011,1,,80,university students
952011003,Panama,95,2011,Central America,1,3,15,2,2011,15,2,2011,0,,3000,indigenous groups
952011004,Panama,95,2011,Central America,1,4,18,2,2011,18,2,2011,1,,50,indigenous groups
952011005,Panama,95,2011,Central America,1,5,24,2,2011,26,2,2011,1,,100s,indigenous groups
952012001,Panama,95,2012,Central America,1,1,1,2,2012,5,2,2012,1,,100s-1000s,indigenous groups
952012002,Panama,95,2012,Central America,1,2,19,10,2012,19,10,2012,1,,100s,colonense broad movement
952012003,Panama,95,2012,Central America,1,3,21,10,2012,21,10,2012,0,,100s,unspecified
952012004,Panama,95,2012,Central America,1,4,26,10,2012,26,10,2012,1,,100s,unspecified
952013001,Panama,95,2013,Central America,1,1,17,1,2013,17,1,2013,0,,100s,frente amplio por colon
952013002,Panama,95,2013,Central America,1,2,9,3,2013,9,3,2013,1,,50,farmers and indigenous people
952014001,Panama,95,2014,Central America,1,1,25,11,2014,25,11,2014,0,2000-4999,1000s,civil groups
952015001,Panama,95,2015,Central America,1,1,15,6,2015,15,6,2015,0,100-999,200,protesters
952016000,Panama,95,2016,Central America,0,0,,,,,,,,,,
952017000,Panama,95,2017,Central America,0,0,,,,,,,,,,
952018001,Panama,95,2018,Central America,1,1,1,7,2018,30,7,2018,0,50-99,50,residents
952019000,Panama,95,2019,Central America,0,0,,,,,,,,,,
952020000,Panama,95,2020,Central America,0,0,,,,,,,,,,
1001990001,Colombia,100,1990,South America,1,1,13,2,1990,13,2,1990,0,,5000,workers
1001990002,Colombia,100,1990,South America,1,2,14,2,1990,15,2,1990,0,,1000,workers and students
1001990003,Colombia,100,1990,South America,1,3,13,4,1990,13,4,1990,0,,3000,catholics
1001990004,Colombia,100,1990,South America,1,4,1,9,1990,1,9,1990,0,,15000,employees of telecommunications company telecom
1001990005,Colombia,100,1990,South America,1,5,11,9,1990,11,9,1990,0,,14000,banana workers
1001990006,Colombia,100,1990,South America,1,6,4,10,1990,4,10,1990,0,,10000,workers
1001991001,Colombia,100,1991,South America,1,1,13,8,1991,14,8,1991,0,,200000,teachers
1001991002,Colombia,100,1991,South America,1,2,24,8,1991,24,8,1991,0,,30000,farm workers
